ageph,postal,freq_ann,agecar,sexph,fuel,split,use,fleet,sportc,cover,power,claimAm,LONG.x,LAT.x,LONG.y,LAT.y,fit_spatial,geo,group_ageph
28,7600,1,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110,625.16268013,3.58333333333333,50.5,3.58144026632884,50.5121310590996,0.0185242194028179,[-0.14,0.019),[26,29)
37,7700,2,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110,1499.5327207,3.2,50.7333333333333,3.21269178912139,50.7430600063497,0.168797357896688,[0.019,0.17),[29,49)
35,8790,1,6-10,Female,Gasoil,Thrice,Private,No,No,MTPL,>110,1611.307911,3.43333333333333,50.8833333333333,3.41608721948592,50.8785081096418,0.276119666956738,[0.17,0.4],[29,49)
41,9940,1.220735786,>10,Female,Gasoil,Once,Private,No,No,MTPL+,<66,64.625841908,3.7,51.1,3.69744829163471,51.1433346177609,-0.110563127630387,[-0.14,0.019),[29,49)
54,1180,40.555555556,0-1,Female,Petrol,Monthly,Private,No,No,MTPL,66-110,3073.6813924,4.33333333333333,50.8,4.35081703057296,50.7896898188678,-0.210091028632119,[-0.52,-0.14),[54,75)
34,6000,1,0-1,Female,Petrol,Once,Private,No,No,MTPL+++,66-110,150.37221213,4.43333333333333,50.4,4.4383532510193,50.4167838476249,0.218990010994251,[0.17,0.4],[29,49)
49,6000,1,>10,Female,Gasoil,Thrice,Private,No,No,MTPL,<66,1491.0051835,4.43333333333333,50.4,4.4383532510193,50.4167838476249,0.218990010994251,[0.17,0.4],[49,54)
40,6140,1,2-5,Female,Gasoil,Thrice,Private,No,No,MTPL+,66-110,185.96972228,4.31666666666667,50.4,4.31208557050009,50.4116702510432,0.0870034276295462,[0.019,0.17),[29,49)
59,8300,4.0555555556,6-10,Female,Gasoil,Once,Private,No,No,MTPL,66-110,82.498965045,3.28333333333333,51.3333333333333,3.31605817935192,51.3331353752976,-0.217898336346679,[-0.52,-0.14),[54,75)
33,1070,1,>10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110,65.295154425,4.3,50.8333333333333,4.28236829549573,50.8289657408843,-0.157370126683069,[-0.52,-0.14),[29,49)
57,1160,2,>10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110,1681.7096721,4.41666666666667,50.8166666666667,4.42757951558676,50.8102713392462,-0.229646751277199,[-0.52,-0.14),[54,75)
51,1180,1.1370716511,>10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110,2114.5317663,4.33333333333333,50.8,4.35081703057296,50.7896898188678,-0.210091028632119,[-0.52,-0.14),[49,54)
57,1820,1,2-5,Female,Gasoil,Monthly,Professional,No,No,MTPL+++,66-110,61.874223783,4.5,50.9,4.48867761538407,50.9210668701457,-0.126109389077956,[-0.14,0.019),[54,75)
51,2000,1,>10,Female,Gasoil,Twice,Private,No,No,MTPL,<66,3021.8716457,4.4,51.2,4.38841821750176,51.215508128703,-0.0507625247827417,[-0.14,0.019),[49,54)
39,2640,1,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110,74.814265777,4.45,51.15,4.45033782184932,51.1745790054527,0.0371342713192405,[0.019,0.17),[29,49)
45,2650,1,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66,68.691295715,4.43333333333333,51.15,4.42247863625642,51.1562143595755,0.0282343480608334,[0.019,0.17),[29,49)
27,3000,1,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110,875.53514015,4.7,50.8666666666667,4.69711028609935,50.8758536071319,-0.098578823682621,[-0.14,0.019),[26,29)
47,3140,1,2-5,Female,Gasoil,Once,Private,No,No,MTPL+++,66-110,137.97753589,4.61666666666667,51,4.64370165975895,51.0050184167418,-0.0139204073828168,[-0.14,0.019),[29,49)
38,3600,1,6-10,Female,Gasoil,Thrice,Private,No,No,MTPL+++,<66,495.78704955,5.5,50.95,5.48452019846175,50.967164084732,0.211195080608655,[0.17,0.4],[29,49)
52,3740,1,>10,Female,Gasoil,Thrice,Private,No,No,MTPL,<66,485.7969405,5.51666666666667,50.8666666666667,5.52192182171846,50.8719280999706,0.0931988979985531,[0.019,0.17),[49,54)
61,3920,1,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66,456.66945134,5.3,51.2166666666667,5.29162888801784,51.2255902100083,0.14205674911568,[0.019,0.17),[54,75)
36,5140,1,2-5,Female,Petrol,Thrice,Private,No,No,MTPL+++,66-110,1426.3793415,4.6,50.5166666666667,4.59206800976722,50.5264580966398,0.17589908768306,[0.17,0.4],[29,49)
45,6000,1.2943262411,>10,Female,Petrol,Thrice,Private,No,No,MTPL,66-110,1426.3793415,4.43333333333333,50.4,4.4383532510193,50.4167838476249,0.218990010994251,[0.17,0.4],[29,49)
69,8000,1.140625,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110,6445.2316441,3.21666666666667,51.2,3.20265056930382,51.2336587807216,-0.0693866218833198,[-0.14,0.019),[54,75)
25,8520,1,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110,95.240692218,3.28333333333333,50.85,3.26101793205734,50.8601650662625,0.235622828049618,[0.17,0.4],[18,26)
34,9000,1.4484126984,>10,Female,Petrol,Once,Private,No,No,MTPL,66-110,1426.3793415,3.71666666666667,51.05,3.7078589016912,51.058541172233,0.0393920688157219,[0.019,0.17),[29,49)
27,9000,1.6666666667,>10,Female,Petrol,Thrice,Private,No,No,MTPL,66-110,619.73381193,3.71666666666667,51.05,3.7078589016912,51.058541172233,0.0393920688157219,[0.019,0.17),[26,29)
34,9080,1,6-10,Female,Petrol,Once,Private,No,No,MTPL,<66,247.89352477,3.83333333333333,51.0833333333333,3.84674087084718,51.1029752026388,-0.164742912160386,[-0.52,-0.14),[29,49)
72,9400,1.5020576132,2-5,Female,Gasoil,Once,Private,No,No,MTPL,66-110,65.096839605,4.01666666666667,50.8333333333333,3.9920638209427,50.8234095122427,0.143479843837358,[0.019,0.17),[54,75)
41,1000,1,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110,62.419589538,4.35,50.8333333333333,4.35648858579462,50.8448418225847,-0.196074653705466,[-0.52,-0.14),[29,49)
27,1050,1,>10,Female,Petrol,Thrice,Private,No,No,MTPL,<66,347.37319626,4.36666666666667,50.8166666666667,4.36698780528209,50.8223368893053,-0.21109995906797,[-0.52,-0.14),[26,29)
55,1070,1,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66,1491.0051835,4.3,50.8333333333333,4.28236829549573,50.8289657408843,-0.157370126683069,[-0.52,-0.14),[54,75)
66,1150,1,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110,145.01771199,4.45,50.8166666666667,4.43225411401803,50.8312367151221,-0.220839725578043,[-0.52,-0.14),[54,75)
48,1180,1,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110,1426.3793415,4.33333333333333,50.8,4.35081703057296,50.7896898188678,-0.210091028632119,[-0.52,-0.14),[29,49)
20,1480,1,6-10,Female,Petrol,Twice,Private,No,No,MTPL+,66-110,1426.3793415,4.2,50.6833333333333,4.17980537326721,50.6900776832912,-0.0369424753980934,[-0.14,0.019),[18,26)
40,1650,1,6-10,Female,Petrol,Monthly,Private,No,No,MTPL+,<66,757.93445199,4.3,50.7666666666667,4.3022202782442,50.7665304689135,-0.175662090432785,[-0.52,-0.14),[29,49)
70,1730,1,6-10,Female,Petrol,Once,Private,No,No,MTPL,66-110,207.1398293,4.18333333333333,50.9,4.19032802994598,50.9108264932304,-0.0891385919917278,[-0.14,0.019),[54,75)
36,1850,1.9623655914,>10,Female,Petrol,Monthly,Private,No,No,MTPL,<66,65.567837303,4.36666666666667,50.9333333333333,4.37431901237712,50.9405747540772,-0.115816259526994,[-0.14,0.019),[29,49)
50,1850,1,2-5,Female,Petrol,Monthly,Private,No,No,MTPL,66-110,396.25779935,4.36666666666667,50.9333333333333,4.37431901237712,50.9405747540772,-0.115816259526994,[-0.14,0.019),[49,54)
23,1970,1,>10,Female,Gasoil,Twice,Private,No,No,MTPL,<66,321.12127199,4.48333333333333,50.8333333333333,4.48215005879421,50.8429939550345,-0.209384679662809,[-0.52,-0.14),[18,26)
53,2000,1.5598290598,2-5,Female,Petrol,Once,Private,No,No,MTPL,66-110,1133.840193,4.4,51.2,4.38841821750176,51.215508128703,-0.0507625247827417,[-0.14,0.019),[49,54)
57,2480,1,6-10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110,1611.307911,5.1,51.2333333333333,5.11197662716974,51.2415451990121,-0.026358569420846,[-0.14,0.019),[54,75)
44,2520,1,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66,359.94139797,4.55,51.1833333333333,4.58004791637477,51.1928742061227,0.0358707353323818,[0.019,0.17),[29,49)
48,2590,1,>10,Female,Petrol,Twice,Private,No,No,MTPL,66-110,719.16390472,4.65,51.1166666666667,4.64523618068584,51.1072896333659,0.0379745628818874,[0.019,0.17),[29,49)
32,2640,2.673992674,2-5,Female,Petrol,Thrice,Private,No,No,MTPL+,66-110,300.74442425,4.45,51.15,4.45033782184932,51.1745790054527,0.0371342713192405,[0.019,0.17),[29,49)
41,3000,1,2-5,Female,Gasoil,Once,Private,No,No,MTPL+++,66-110,879.45185784,4.7,50.8666666666667,4.69711028609935,50.8758536071319,-0.098578823682621,[-0.14,0.019),[29,49)
34,3540,1.112804878,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66,904.43952514,5.16666666666667,50.9333333333333,5.16710306419908,50.9371067023575,0.226127231103042,[0.17,0.4],[29,49)
35,3740,1,6-10,Female,Gasoil,Once,Private,No,No,MTPL+,<66,1118.5203731,5.51666666666667,50.8666666666667,5.52192182171846,50.8719280999706,0.0931988979985531,[0.019,0.17),[29,49)
74,4000,1,6-10,Female,Petrol,Once,Private,No,No,MTPL+,66-110,515.42021671,5.56666666666667,50.6333333333333,5.55794515210474,50.6472499713739,-0.182200026285607,[-0.52,-0.14),[54,75)
44,4000,1,6-10,Female,Gasoil,Once,Private,No,No,MTPL+,<66,130.78862367,5.56666666666667,50.6333333333333,5.55794515210474,50.6472499713739,-0.182200026285607,[-0.52,-0.14),[29,49)
41,4000,1.1060606061,6-10,Female,Gasoil,Thrice,Private,No,No,MTPL,<66,64.625841908,5.56666666666667,50.6333333333333,5.55794515210474,50.6472499713739,-0.182200026285607,[-0.52,-0.14),[29,49)
47,4040,1,6-10,Female,Gasoil,Twice,Private,No,No,MTPL,<66,110.36219723,5.61666666666667,50.65,5.61386402329344,50.6794631627318,-0.196423436995157,[-0.52,-0.14),[29,49)
50,4040,1,>10,Female,Gasoil,Twice,Private,No,No,MTPL,<66,575.28650294,5.61666666666667,50.65,5.61386402329344,50.6794631627318,-0.196423436995157,[-0.52,-0.14),[49,54)
32,4470,1,6-10,Female,Gasoil,Monthly,Private,No,No,MTPL,<66,70.376971683,5.35,50.6,5.34990962660663,50.5967540101845,0.0104536408495763,[-0.14,0.019),[29,49)
43,4530,1,2-5,Female,Gasoil,Thrice,Professional,No,No,MTPL+++,66-110,1426.3793415,5.25,50.5666666666667,5.23206163917657,50.593412282426,0.119286039490365,[0.019,0.17),[29,49)
30,4690,1.204620462,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+,66-110,95.984372792,5.6,50.75,5.6000490957819,50.7656990088237,-0.0989372574289206,[-0.14,0.019),[29,49)
41,5000,3.4112149533,2-5,Female,Petrol,Once,Private,No,No,MTPL+,66-110,407477.63381,4.85,50.45,4.8594592952501,50.4614444975032,0.294147676897528,[0.17,0.4],[29,49)
45,5190,1,>10,Female,Gasoil,Twice,Private,No,No,MTPL,<66,1426.3793415,4.66666666666667,50.4666666666667,4.66580571523311,50.4717078649767,0.302271223503301,[0.17,0.4],[29,49)
56,5340,1,>10,Female,Gasoil,Twice,Private,No,No,MTPL,<66,3162.2289594,5.06666666666667,50.4,5.04267807985888,50.4223874643463,0.216363501449666,[0.17,0.4],[54,75)
68,6000,1,>10,Female,Petrol,Once,Private,Yes,No,MTPL+,<66,145.01771199,4.43333333333333,50.4,4.4383532510193,50.4167838476249,0.218990010994251,[0.17,0.4],[54,75)
56,6000,1.3568773234,2-5,Female,Gasoil,Thrice,Private,No,No,MTPL+,66-110,150.37221213,4.43333333333333,50.4,4.4383532510193,50.4167838476249,0.218990010994251,[0.17,0.4],[54,75)
41,6200,2.3548387097,>10,Female,Petrol,Monthly,Private,No,No,MTPL,<66,74.665529662,4.51666666666667,50.4,4.51150406128235,50.3970730648991,0.311308970217851,[0.17,0.4],[29,49)
75,6230,1.1698717949,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66,644.52316441,4.35,50.5,4.36210556157681,50.5142610114756,0.0367165242333085,[0.019,0.17),[75,92]
46,6900,1.1514195584,>10,Female,Gasoil,Twice,Private,No,No,MTPL,<66,64.625841908,5.33333333333333,50.2166666666667,5.33301748132742,50.2092574542014,0.14431859250294,[0.019,0.17),[29,49)
50,7000,1,6-10,Female,Petrol,Once,Private,No,No,MTPL+,<66,143.03456379,3.93333333333333,50.45,3.95800996174605,50.456351410773,-0.0170367891576361,[-0.14,0.019),[49,54)
25,7060,1.0518731988,>10,Female,Gasoil,Twice,Private,No,No,MTPL,<66,1885.2798346,4.06666666666667,50.5666666666667,4.03739830575778,50.5905346937175,0.0788947896148972,[0.019,0.17),[18,26)
48,7080,1,>10,Female,Gasoil,Monthly,Private,No,No,MTPL,<66,749.87791244,3.88333333333333,50.4,3.87599208892839,50.3900658110643,-0.10607188424771,[-0.14,0.019),[29,49)
23,7090,1,6-10,Female,Petrol,Thrice,Private,No,No,MTPL+,66-110,3021.8716457,4.13333333333333,50.6,4.13204101220912,50.6159904125073,0.0129261859017509,[-0.14,0.019),[18,26)
37,7100,1,6-10,Female,Gasoil,Twice,Professional,No,No,MTPL+,<66,602.9018416,4.18333333333333,50.4666666666667,4.16727576894823,50.4673715457051,-0.0162392617451793,[-0.14,0.019),[29,49)
47,7140,1,>10,Female,Petrol,Twice,Private,No,No,MTPL,<66,3051.6932367,4.23333333333333,50.45,4.22552550131867,50.4567074181848,0.0033943193155662,[-0.14,0.019),[29,49)
58,7330,1,6-10,Female,Petrol,Twice,Private,No,No,MTPL,66-110,145.01771199,3.81666666666667,50.4333333333333,3.80693495541922,50.4506485752801,-0.0234481742056549,[-0.14,0.019),[54,75)
21,7350,1,>10,Female,Gasoil,Twice,Private,No,No,MTPL,<66,872.13899886,3.66666666666667,50.4333333333333,3.70332443369854,50.4358655646687,-0.0635134138254105,[-0.14,0.019),[18,26)
41,7500,1.3082437276,>10,Female,Petrol,Twice,Private,No,No,MTPL,66-110,1498.8881975,3.38333333333333,50.6,3.37706137907174,50.5919722372652,0.0409494497875581,[0.019,0.17),[29,49)
49,7640,1,6-10,Female,Petrol,Twice,Private,No,No,MTPL+,66-110,201.19038471,3.45,50.5666666666667,3.46286895249361,50.552035300018,0.0232537807097511,[0.019,0.17),[49,54)
38,7860,1,6-10,Female,Gasoil,Twice,Private,No,No,MTPL,<66,1595.4923041,3.81666666666667,50.7,3.81682377252028,50.7078823189901,0.304500586887566,[0.17,0.4],[29,49)
26,8540,1.0549132948,>10,Female,Petrol,Twice,Private,No,No,MTPL,<66,20203.322269,3.35,50.85,3.35597812732191,50.8423941047604,0.249006709526439,[0.17,0.4],[26,29)
43,8940,1,6-10,Female,Petrol,Once,Private,Yes,No,MTPL+,<66,131.97851259,3.03333333333333,50.7666666666667,3.04585802044121,50.8101748358615,0.206968219636577,[0.17,0.4],[29,49)
28,8970,1,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66,876.77460777,2.71666666666667,50.85,2.72081216434414,50.8468674729881,0.0672729018427065,[0.019,0.17),[26,29)
30,9000,1,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66,1426.3793415,3.71666666666667,51.05,3.7078589016912,51.058541172233,0.0393920688157219,[0.019,0.17),[29,49)
25,9000,1,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66,97.496523293,3.71666666666667,51.05,3.7078589016912,51.058541172233,0.0393920688157219,[0.019,0.17),[18,26)
42,9200,1,>10,Female,Gasoil,Monthly,Private,No,No,MTPL,<66,987.53343464,4.1,51.0166666666667,4.08039060107805,51.0276765618446,-0.150617958454701,[-0.52,-0.14),[29,49)
44,9660,1,>10,Female,Gasoil,Once,Private,No,No,MTPL,<66,74.987791244,3.75,50.8,3.74450042116612,50.7987371639935,0.34365016455976,[0.17,0.4],[29,49)
40,9700,1,2-5,Female,Gasoil,Monthly,Private,No,No,MTPL+++,66-110,518.89072606,3.6,50.8333333333333,3.61035321921303,50.853308833438,0.335243804570349,[0.17,0.4],[29,49)
49,9790,1,6-10,Female,Gasoil,Once,Private,No,No,MTPL,<66,64.625841908,3.55,50.8333333333333,3.51729897764728,50.8483596354865,0.31016406666044,[0.17,0.4],[49,54)
42,9890,1,2-5,Female,Petrol,Once,Professional,Yes,No,MTPL,66-110,6705.4702664,3.65,50.9166666666667,3.67531768688057,50.9289514572858,0.26987147986007,[0.17,0.4],[29,49)
26,1050,1.0110803324,>10,Female,Petrol,Monthly,Private,No,No,MTPL,66-110,1874.967464,4.36666666666667,50.8166666666667,4.36698780528209,50.8223368893053,-0.21109995906797,[-0.52,-0.14),[26,29)
66,1200,1,2-5,Female,Petrol,Monthly,Private,No,No,MTPL+++,<66,9915.7409909,4.41666666666667,50.85,4.42080965022475,50.8479827493696,-0.209293361749682,[-0.52,-0.14),[54,75)
30,1330,1.0428571429,>10,Female,Petrol,Twice,Private,No,No,MTPL+++,<66,64.625841908,4.51666666666667,50.7,4.51746249020782,50.7122712636125,-0.182936513729848,[-0.52,-0.14),[29,49)
